INDICATIVO,AÑO,MES,NOMBRE,ALTITUD,C_X,C_Y,NOM_PROV,PMAX77,D1PMAX,D2PMAX
8489A,1916,3,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,47.0,30.0,
8489A,1917,12,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,45.2,6.0,
8489A,1918,11,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,50.0,18.0,
8489A,1919,9,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,66.4,26.0,
8489A,1921,10,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,143.0,9.0,
8489A,1925,5,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,34.0,19.0,
8489A,1927,10,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,70.0,17.0,
8489A,1928,2,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,68.0,27.0,
8489A,1929,8,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,103.0,19.0,
8489A,1930,12,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,56.4,2.0,
8489A,1976,12,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,63.0,19.0,
8489A,1977,5,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,81.9,18.0,
8489A,1978,10,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,39.0,15.0,
8489A,1979,1,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,42.0,21.0,
8489A,1980,4,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,32.3,14.0,
8489A,1981,4,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,54.5,22.0,
8489A,1982,8,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,106.5,16.0,
8489A,1983,11,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,118.5,6.0,
8489A,1984,11,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,64.3,13.0,
8489A,1985,9,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,45.0,26.0,
8489A,1986,10,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,43.0,1.0,
8489A,1987,11,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,75.4,7.0,
8489A,1988,11,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,104.7,11.0,
8489A,1989,11,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,102.8,15.0,
8489A,1990,10,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,64.0,7.0,
8489A,1991,11,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,52.6,29.0,
8489A,1992,12,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,47.1,24.0,
8489A,1993,10,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,50.8,27.0,
8489A,1994,10,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,72.8,9.0,
8489A,1995,8,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,62.0,6.0,
8489A,1996,1,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,32.8,9.0,
8489A,1997,8,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,27.6,10.0,
8489A,1998,8,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,60.7,30.0,
8489A,1999,3,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,39.3,12.0,
8489A,2000,10,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,194.0,23.0,
8489A,2001,8,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,44.0,4.0,
8489A,2002,5,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,52.0,7.0,
8489A,2003,2,VILLAFRANCA DEL CID (AYUNTAMIENTO),1131,732768,4479473,CASTELLON,94.6,25.0,
