INDICATIVO,AÑO,MES,NOMBRE,ALTITUD,C_X,C_Y,NOM_PROV,PMAX77,D1PMAX,D2PMAX
8025E,1876,5,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,87.0,5.0,
8025E,1877,9,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,116.6,27.0,
8025E,1878,10,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,36.2,16.0,
8025E,1879,1,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,34.3,26.0,
8025E,1880,11,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,70.8,8.0,
8025E,1881,10,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,69.1,7.0,
8025E,1882,12,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,74.0,19.0,
8025E,1883,12,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,49.2,20.0,
8025E,1884,11,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,116.4,2.0,
8025E,1885,3,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,61.3,15.0,
8025E,1886,11,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,53.3,26.0,
8025E,1887,9,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,81.0,7.0,
8025E,1888,9,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,72.5,2.0,
8025E,1889,9,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,43.0,17.0,
8025E,1890,7,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,65.8,21.0,
8025E,1891,11,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,66.6,5.0,
8025E,1892,4,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,70.8,10.0,
8025E,1893,11,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,95.1,10.0,
8025E,1894,2,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,47.5,22.0,
8025E,1895,9,ALICANTE-INSTITUTO,21,719413,4247480,ALICANTE,118.4,20.0,
